,0,1
122,0.9765940011348903,10-1-2-DN-DN
123,0.9740684215913853,80-1-2-DN-DN
124,0.973497180250116,100-2-1-UP-UP
125,0.9731032194673346,70-2-2-UP-UP
126,0.9675132978344856,100-2-2-UP-DN
127,0.9663537822279817,80-2-2-UP-UP
128,0.966295403135859,40-2-2-UP-UP
129,0.9648189660085219,50-2-2-DN-UP
130,0.9648189660085219,50-2-2-DN-DN
131,0.9648189660085219,50-2-1-DN-UP
132,0.9648189660085219,50-2-1-DN-DN
133,0.9640667955088384,80-2-2-DN-UP
134,0.9640667955088384,80-2-2-DN-DN
135,0.9640667955088384,80-2-1-DN-UP
136,0.9640667955088384,80-2-1-DN-DN
137,0.961187061863156,10-2-2-DN-UP
138,0.961187061863156,10-2-2-DN-DN
139,0.961187061863156,10-2-1-DN-UP
