,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-16 03:45:00,19737.25,19737.25,19698.94921875,19713.55078125,0.0,0.0,0.0
2023-10-16 04:00:00,19716.5,19720.900390625,19694.75,19715.30078125,0.0,0.0,0.0
2023-10-16 04:15:00,19715.5,19738.5,19710.55078125,19730.05078125,0.0,0.0,0.0
2023-10-16 04:30:00,19730.19921875,19754.0,19724.55078125,19749.30078125,0.0,0.0,0.0
2023-10-16 04:45:00,19750.0,19767.55078125,19739.099609375,19753.650390625,0.0,0.0,0.0
2023-10-16 05:00:00,19753.44921875,19763.849609375,19751.900390625,19763.849609375,0.0,0.0,0.0
2023-10-16 05:15:00,19758.849609375,19759.150390625,19742.900390625,19750.0,0.0,0.0,0.0
2023-10-16 05:30:00,19750.150390625,19763.849609375,19726.25,19742.44921875,0.0,0.0,0.0
2023-10-16 05:45:00,19742.349609375,19750.0,19731.30078125,19748.349609375,0.0,0.0,0.0
2023-10-16 06:00:00,19749.0,19775.55078125,19747.75,19773.25,0.0,0.0,0.0
2023-10-16 06:15:00,19773.349609375,19780.5,19759.849609375,19766.69921875,0.0,0.0,0.0
2023-10-16 06:30:00,19766.349609375,19771.75,19757.30078125,19762.0,0.0,0.0,0.0
2023-10-16 06:45:00,19761.05078125,19770.349609375,19755.5,19766.5,0.0,0.0,0.0
2023-10-16 07:00:00,19766.849609375,19774.650390625,19757.150390625,19764.650390625,0.0,0.0,0.0
2023-10-16 07:15:00,19765.25,19777.75,19765.25,19770.05078125,0.0,0.0,0.0
2023-10-16 07:30:00,19770.69921875,19781.19921875,19751.650390625,19754.69921875,0.0,0.0,0.0
2023-10-16 07:45:00,19753.69921875,19761.69921875,19744.400390625,19759.69921875,0.0,0.0,0.0
2023-10-16 08:00:00,19758.94921875,19771.94921875,19748.900390625,19761.94921875,0.0,0.0,0.0
2023-10-16 08:15:00,19761.650390625,19770.05078125,19755.650390625,19766.75,0.0,0.0,0.0
2023-10-16 08:30:00,19767.0,19771.75,19752.5,19754.19921875,0.0,0.0,0.0
2023-10-16 08:45:00,19754.44921875,19769.150390625,19747.650390625,19764.400390625,0.0,0.0,0.0
2023-10-16 09:00:00,19763.75,19771.5,19755.05078125,19757.650390625,0.0,0.0,0.0
2023-10-16 09:15:00,19758.0,19766.55078125,19749.30078125,19749.30078125,0.0,0.0,0.0
2023-10-16 09:30:00,19749.099609375,19760.150390625,19730.44921875,19730.44921875,0.0,0.0,0.0
2023-10-16 09:45:00,19730.849609375,19731.80078125,19718.80078125,19730.94921875,0.0,0.0,0.0
2023-10-17 03:45:00,19843.19921875,19843.19921875,19812.099609375,19823.69921875,0.0,0.0,0.0
2023-10-17 04:00:00,19818.900390625,19829.849609375,19814.650390625,19827.0,0.0,0.0,0.0
2023-10-17 04:15:00,19827.400390625,19836.5,19823.650390625,19831.349609375,0.0,0.0,0.0
2023-10-17 04:30:00,19831.19921875,19835.05078125,19816.849609375,19821.349609375,0.0,0.0,0.0
2023-10-17 04:45:00,19821.75,19830.69921875,19814.80078125,19817.599609375,0.0,0.0,0.0
2023-10-17 05:00:00,19817.55078125,19840.400390625,19814.5,19832.900390625,0.0,0.0,0.0
2023-10-17 05:15:00,19833.150390625,19841.5,19830.349609375,19830.599609375,0.0,0.0,0.0
2023-10-17 05:30:00,19830.80078125,19834.55078125,19824.25,19834.55078125,0.0,0.0,0.0
2023-10-17 05:45:00,19834.0,19836.19921875,19826.900390625,19830.25,0.0,0.0,0.0
2023-10-17 06:00:00,19829.849609375,19834.599609375,19825.30078125,19829.599609375,0.0,0.0,0.0
2023-10-17 06:15:00,19829.849609375,19834.44921875,19821.0,19828.80078125,0.0,0.0,0.0
2023-10-17 06:30:00,19829.25,19834.55078125,19824.5,19833.650390625,0.0,0.0,0.0
2023-10-17 06:45:00,19833.0,19834.5,19825.349609375,19827.5,0.0,0.0,0.0
2023-10-17 07:00:00,19826.80078125,19843.099609375,19823.650390625,19843.099609375,0.0,0.0,0.0
2023-10-17 07:15:00,19842.05078125,19848.0,19838.599609375,19843.19921875,0.0,0.0,0.0
2023-10-17 07:30:00,19843.19921875,19844.599609375,19832.900390625,19841.599609375,0.0,0.0,0.0
2023-10-17 07:45:00,19841.25,19848.05078125,19837.55078125,19840.900390625,0.0,0.0,0.0
2023-10-17 08:00:00,19840.150390625,19843.05078125,19815.75,19825.849609375,0.0,0.0,0.0
2023-10-17 08:15:00,19825.80078125,19829.69921875,19816.599609375,19817.400390625,0.0,0.0,0.0
2023-10-17 08:30:00,19817.55078125,19819.0,19775.849609375,19782.30078125,0.0,0.0,0.0
2023-10-17 08:45:00,19781.599609375,19803.349609375,19779.650390625,19789.05078125,0.0,0.0,0.0
2023-10-17 09:00:00,19789.099609375,19801.099609375,19787.75,19794.05078125,0.0,0.0,0.0
2023-10-17 09:15:00,19794.349609375,19801.0,19786.099609375,19796.19921875,0.0,0.0,0.0
2023-10-17 09:30:00,19796.099609375,19821.75,19794.900390625,19810.400390625,0.0,0.0,0.0
2023-10-17 09:45:00,19810.099609375,19823.349609375,19804.80078125,19818.349609375,0.0,0.0,0.0
2023-10-18 03:45:00,19820.44921875,19821.55078125,19775.349609375,19791.19921875,0.0,0.0,0.0
2023-10-18 04:00:00,19792.44921875,19818.900390625,19786.5,19816.25,0.0,0.0,0.0
2023-10-18 04:15:00,19817.150390625,19821.94921875,19802.30078125,19813.650390625,0.0,0.0,0.0
2023-10-18 04:30:00,19813.349609375,19840.19921875,19812.55078125,19832.69921875,0.0,0.0,0.0
2023-10-18 04:45:00,19832.69921875,19836.900390625,19827.05078125,19830.55078125,0.0,0.0,0.0
2023-10-18 05:00:00,19830.400390625,19831.849609375,19787.30078125,19787.5,0.0,0.0,0.0
2023-10-18 05:15:00,19788.44921875,19788.44921875,19758.900390625,19768.44921875,0.0,0.0,0.0
2023-10-18 05:30:00,19767.900390625,19768.80078125,19717.75,19724.900390625,0.0,0.0,0.0
2023-10-18 05:45:00,19725.25,19745.69921875,19719.80078125,19738.80078125,0.0,0.0,0.0
2023-10-18 06:00:00,19738.44921875,19751.05078125,19730.099609375,19733.05078125,0.0,0.0,0.0
2023-10-18 06:15:00,19733.5,19733.5,19695.30078125,19697.849609375,0.0,0.0,0.0
2023-10-18 06:30:00,19697.349609375,19710.30078125,19690.0,19700.80078125,0.0,0.0,0.0
2023-10-18 06:45:00,19700.599609375,19708.44921875,19689.0,19703.25,0.0,0.0,0.0
2023-10-18 07:00:00,19703.5,19703.5,19685.900390625,19696.05078125,0.0,0.0,0.0
2023-10-18 07:15:00,19695.44921875,19696.599609375,19681.25,19690.900390625,0.0,0.0,0.0
2023-10-18 07:30:00,19690.80078125,19710.55078125,19689.0,19709.650390625,0.0,0.0,0.0
2023-10-18 07:45:00,19708.80078125,19709.94921875,19691.94921875,19705.69921875,0.0,0.0,0.0
