,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-12-08 18:30:00,6415.0,6415.25,6345.0,6363.89990234375,198300.0,0.0,0.0
2013-12-09 18:30:00,6354.7001953125,6362.25,6307.5498046875,6332.85009765625,242400.0,0.0,0.0
2013-12-10 18:30:00,6307.2001953125,6326.60009765625,6280.25,6307.89990234375,148200.0,0.0,0.0
2013-12-11 18:30:00,6276.75,6286.85009765625,6230.5498046875,6237.0498046875,148500.0,0.0,0.0
2013-12-12 18:30:00,6201.2998046875,6208.60009765625,6161.39990234375,6168.39990234375,169700.0,0.0,0.0
2013-12-15 18:30:00,6168.35009765625,6183.25,6146.0498046875,6154.7001953125,146500.0,0.0,0.0
2013-12-16 18:30:00,6178.2001953125,6190.5498046875,6133.0,6139.0498046875,154200.0,0.0,0.0
2013-12-17 18:30:00,6129.9501953125,6236.0,6129.9501953125,6217.14990234375,243300.0,0.0,0.0
2013-12-18 18:30:00,6253.89990234375,6263.75,6150.7001953125,6166.64990234375,437000.0,0.0,0.0
2013-12-19 18:30:00,6179.9501953125,6284.5,6170.35009765625,6274.25,172000.0,0.0,0.0
2013-12-22 18:30:00,6267.2001953125,6317.5,6266.9501953125,6284.5,131200.0,0.0,0.0
2013-12-23 18:30:00,6296.4501953125,6301.5,6262.0,6268.39990234375,107600.0,0.0,0.0
2013-12-25 18:30:00,6270.10009765625,6302.75,6259.4501953125,6278.89990234375,182300.0,0.0,0.0
2013-12-26 18:30:00,6292.7998046875,6324.89990234375,6289.39990234375,6313.7998046875,96900.0,0.0,0.0
2013-12-29 18:30:00,6336.39990234375,6344.0498046875,6273.14990234375,6291.10009765625,101300.0,0.0,0.0
2013-12-30 18:30:00,6307.35009765625,6317.2998046875,6287.2998046875,6304.0,103400.0,0.0,0.0
2014-01-01 18:30:00,6301.25,6358.2998046875,6211.2998046875,6221.14990234375,158100.0,0.0,0.0
2014-01-02 18:30:00,6194.5498046875,6221.7001953125,6171.25,6211.14990234375,139000.0,0.0,0.0
2014-01-05 18:30:00,6220.85009765625,6224.7001953125,6170.25,6191.4501953125,118300.0,0.0,0.0
2014-01-06 18:30:00,6203.89990234375,6221.5,6144.75,6162.25,138600.0,0.0,0.0
2014-01-07 18:30:00,6178.0498046875,6192.10009765625,6160.35009765625,6174.60009765625,146900.0,0.0,0.0
